id	file_name
3723f18a-9a72-4b39-a474-76ea242cf789	TCGA-COAD.5512f091-a4d8-4fb5-9b8a-e885c141e17b.ascat2.allelic_specific.seg.txt
cf9c71e6-2481-4132-8256-df9dfc640016	TCGA-QG-A5YW-01A-21-A45F-20_RPPA_data.tsv
a77adf63-487b-476e-bd33-903005c1dba9	12b633ae-2a36-40b0-a4a3-c1d5f021fa23.rna_seq.augmented_star_gene_counts.tsv
8b1bea50-b683-4d43-a479-0dfd4c115775	SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_G04_585364.birdseed.data.txt
6dd8b944-2b86-4255-beb6-71f8fe035287	SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_D04_585408.nocnv_grch38.seg.v2.txt
945941d2-5072-41d2-aed0-a62bbb468ad6	SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_D04_585408.grch38.seg.v2.txt
fd75d09f-c5bb-4ea0-9c51-ad586cb7b110	c85f17d9-a9ea-4e00-9518-1bbd5d1fe071.somatic.SV.bedpe
85b06219-4748-46db-b3e7-1fa8cb472d42	SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_D04_585408.birdseed.data.txt
85dc5846-95ab-48b2-b47f-df30aed56864	a3043a21-222c-4bab-ad11-199ba8117f23.wxs.MuSE.aliquot.maf.gz
60741841-e507-4f15-a4da-e676b81cd0da	nationwidechildrens.org_clinical.TCGA-QG-A5YW.xml
1e37e7ef-cd00-436d-8696-fa1c645bbf3f	TCGA_COAD.fe7c718c-8030-4ef7-af46-8d973264ffec.wxs.MuSE.somatic_annotation.vcf.gz
fe007b22-b187-46ad-88ef-078fbb968121	BRIAR_p_TCGA_297_298_299_300_S_GenomeWideSNP_6_E02_1362300.nocnv_grch38.seg.v2.txt
c09f3c3a-9d15-4947-9b51-ab05e4ad5833	999f9c8a-f033-481b-a320-f7979c5f05c3.somatic.SV.bedpe
b45f4dd9-7585-45aa-b976-417f900132f5	2aff05d7-56cf-49ea-9454-80127ce3ecc1.wxs.aliquot_ensemble_masked.maf.gz
e80d30dc-2c81-4c15-a99b-c5134e97141f	BRIAR_p_TCGA_297_298_299_300_S_GenomeWideSNP_6_F09_1362378.grch38.seg.v2.txt
5729d3dc-994e-4abb-ba37-34aa4e2fa41a	516884d1-1da4-406b-87c5-378952379590.wxs.VarScan2.aliquot.maf.gz
371e006c-4156-40dc-9f06-60c847550c8d	TCGA-COAD.0fbcc9a9-d808-46a3-ac7a-4d22061b1310.ascat3.gene_level_copy_number.v36.tsv
6ee8d7cd-4181-4442-b6b4-1a8ff8484c43	TCGA_COAD.026819fd-372d-4427-9bb9-c9763bf8e60a.wgs.GATK4_MuTect2_Pair.somatic_annotation.vcf.gz
2fa9c4fb-003d-452a-8ff9-40c705f4adab	decdc1db-5618-49ba-9c24-918753d0962b.mirbase21.isoforms.quantification.txt
73b4297e-bffb-4dc5-9d2f-f2abd31db97b	TCGA-AA-3854-01A-21-1933-20_RPPA_data.tsv
c84ce591-ce9d-44a2-9986-89b2076c380a	2f5db4a8-3177-43e7-b278-67be184701a7.wxs.VarScan2.aliquot.maf.gz
901014ff-2f5f-4239-9508-f8306a28e3d5	12b633ae-2a36-40b0-a4a3-c1d5f021fa23.rna_seq.genomic.gdc_realn.bam
5b281251-5b09-4f6e-a414-11f284f1a3b2	SONGS_p_TCGAb36_SNP_N_GenomeWideSNP_6_G04_585364.CEL
5fd00a1f-e6cf-4d32-885b-a5a6939aedb1	4cfb0aee-6661-478a-8694-9d8ba15e46b7_wgs_gdc_realn.bam
eac311c0-bee4-400e-8608-832fd25197c3	TCGA-COAD.86d098f3-987a-43e3-bba1-5e72e66b05d4.star_fusion.rna_fusion.tsv
0700dae9-43e6-4a5e-81b0-c198f7639185	TCGA-COAD.5512f091-a4d8-4fb5-9b8a-e885c141e17b.ascat3.gene_level_copy_number.v36.tsv
cf625270-4fd4-40ba-8071-c9ccb66cfe73	TCGA-AA-3854-01A-01D-A91V-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt
efeca4fc-1ae7-4fba-80ac-02e03548bc7c	4cfb0aee-6661-478a-8694-9d8ba15e46b7_wxs_gdc_realn.bam
3d0eee7d-fa13-47d4-b3d3-82e97824c5d3	f71f5a44-1ead-4f5d-893f-7bdd1b3d9fe0.wxs.MuTect2.aliquot.maf.gz
38e8a2d7-8ea3-4c94-9d88-a5ca1501e278	TCGA-COAD.0fbcc9a9-d808-46a3-ac7a-4d22061b1310.ascat2.allelic_specific.seg.txt
b064b6be-4152-4737-8158-caa0454cf41b	f279a2fa-6d1b-476c-b91b-598f5c1bbc34.rna_seq.augmented_star_gene_counts.tsv
1beaf251-8c5e-4d68-8d3e-27e5f7a77df9	b8f43f58-f4dc-456e-bb75-10c5bdf28f06_wxs_gdc_realn.bam
ea1e80cb-52a4-4fbe-a5af-a94f0d197a18	nationwidechildrens.org_biospecimen.TCGA-AA-3854.xml
22acb344-0f31-44c8-93a1-29b64cdbdf07	TCGA_COAD.711124a1-c89c-4537-97ea-5b2ac8d17b9e.wxs.MuTect2.somatic_annotation.vcf.gz
4a3dddc5-23d0-4202-9f1b-364625acdbb0	nationwidechildrens.org_clinical.TCGA-AA-3854.xml
1d009e51-ae0e-4b89-953c-28257f18073b	SERVO_p_TCGA_157_158_159_SNP_N_GenomeWideSNP_6_B12_831300.grch38.seg.v2.txt
81217a36-86bf-4ed4-980b-ad3cfb17be65	TCGA-QG-A5YW-01A-01-TS1.DC54AB4A-266C-4A36-A771-2A0BA82BA269.svs
19a34c33-0285-4c24-8f15-4f5d9eb33a26	f279a2fa-6d1b-476c-b91b-598f5c1bbc34.rna_seq.genomic.gdc_realn.bam
52517d2f-63b2-4b14-a6e7-9789352b67d1	TCGA-COAD.e144c639-bb68-4adf-b2e9-344b31138fe9.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz
e590d4be-0ed6-4160-b224-f6edef4d0e09	1a90acac-605d-47bb-82a4-9dc06fa81c76.wxs.aliquot_ensemble_raw.maf.gz
ddbfb6f3-2026-408e-bc9c-5d612adc0568	ecd28933-d304-4ddc-bc92-f30901f87b19.somatic.SV.bedpe
04d3aae7-5012-40e1-8f07-9fe8857bd9a6	TCGA-COAD.21da16ce-e1ac-4b96-a49c-65b993f0b456.arriba.rna_fusion.bedpe
4d4906b1-c26a-4527-a08c-2ff3c15a4529	e38a9b5c-8559-44b6-bdf2-a4902f34474f_wxs_gdc_realn.bam
d5a83c82-0ce2-4afe-adbd-00fb71968fa0	TCGA-COAD.60832b9f-1eb5-4520-9dcc-bc6a955dbe05.star_fusion.rna_fusion.bedpe
d31bb520-b0f2-441f-889c-eda85718b86f	TCGA-D5-6926-01A-13-1936-20_RPPA_data.tsv
1ae8dfd6-9e7c-4ec5-ad4f-9723792961b2	e18430c9-7cea-4e7a-b3b6-fea2d120ef56.mirbase21.isoforms.quantification.txt
6836903b-024c-493a-a25c-619e93495cd1	f279a2fa-6d1b-476c-b91b-598f5c1bbc34.rna_seq.chimeric.gdc_realn.bam
89f0471c-0bc2-4be8-a596-35e0163e8065	f279a2fa-6d1b-476c-b91b-598f5c1bbc34.rna_seq.star_splice_junctions.tsv.gz
56fc3161-964a-4db6-8715-6f78b72b6502	1b837162-9df6-4a91-ba25-8266bc540705.wxs.MuSE.aliquot.maf.gz
15dc00bd-6774-4550-967f-c63cb05ee560	nationwidechildrens.org_auxiliary.TCGA-QG-A5YW.xml
1c6c2dff-3cf5-4594-8293-a264f5d4d853	5148a3e5-a4f8-40c4-9653-6302dc6d6210.somatic_sv.vcf.gz
2b764fa6-3a80-4695-9a3e-bbd4d2c1dd77	de15c3fe-4ee4-4131-9d61-78a2031e8881_noid_Grn.idat
cb5e5160-76d9-403e-8774-3c474cf870a7	TCGA-COAD.49f316da-adb4-49ba-b8df-462e3b02662f.absolute_liftover.gene_level_copy_number.v36.tsv
28b375dd-6aa6-43a2-bba2-473a5e0512de	SERVO_p_TCGA_157_158_159_SNP_N_GenomeWideSNP_6_H03_831380.grch38.seg.v2.txt
50f6e571-5ff7-4910-826b-887e1ae4326b	TCGA-COAD.0fbcc9a9-d808-46a3-ac7a-4d22061b1310.ascat3.allelic_specific.seg.txt
c1b28343-7fa0-460a-ab7a-d4389cfa96bb	48acd22e-cb9f-49ff-b0b5-a17109b32ee5_noid_Grn.idat
171e7345-ce3f-4a27-96c3-e86388a7b5a2	069e3d85-e2e0-489a-9ef1-cb769201f96a.wxs.MuTect2.aliquot.maf.gz
0766894f-a0a4-4c08-b406-6c1710d7e95d	1a90acac-605d-47bb-82a4-9dc06fa81c76.wxs.aliquot_ensemble_masked.maf.gz
b5b06b8f-e766-451c-bc71-8ab8e12006c9	d7073f00-b8b2-4108-bbf8-c9aead897155.wxs.aliquot_ensemble_raw.maf.gz
deaee51c-53b0-420d-b3d7-2935dfcfbac0	KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_A08_787684.birdseed.data.txt
a06e7a16-ea59-4ea6-a8ca-9da06d8a15d1	bc93fba0-6bd4-4ba6-abe8-1620bcd63dcf.wxs.VarScan2.aliquot.maf.gz
b19e0f1b-61e4-43c3-b0ee-1ef2720accd3	nationwidechildrens.org_biospecimen.TCGA-D5-6926.xml
59ca4fe4-cbd5-4742-baf3-a0a94b13aa13	KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_A08_787684.CEL
42d0febc-3a50-4a02-bc78-8bd3d3cc506c	TCGA_COAD.85d17773-1514-4f88-ade2-3dee8a45fc39.wxs.MuTect2.somatic_annotation.vcf.gz
be6963e2-a9db-4d3e-a34b-c4cb9a93c433	TCGA-A6-6137.700D53AD-BF88-4B4E-952A-6714E9A74A87.PDF
303779c7-953b-4a5b-a817-1d3bf4cc580f	TCGA-A6-6137-01A-01-BS1.41a4a669-6afe-466c-8956-4ebb8415907d.svs
25dab347-3b1a-43a0-81ae-e41613f98e8d	TCGA-D5-6926-01A-11H-1927-13_mirna_gdc_realn.bam
5ae39297-23c1-4558-afc4-c52fe5a28e9f	6b1f8c7b-acfa-4fbb-8a2f-6bdc2401d280.wxs.mutect2.raw_somatic_mutation.vcf.gz
0808fd79-7159-4e93-bb29-d3eef62122b2	06e9788a-dcc2-4ba2-893e-f07c26ca48bb.svaba.somatic.indel.vcf.gz
4e42cd95-e476-4595-8d4c-1167b4daf7eb	TCGA-COAD.c47a8032-1e86-4610-8202-f6e37e10a643.arriba.rna_fusion.bedpe
64136164-03ce-4a4f-a8d4-ce648ddf7911	TCGA-COAD.49f316da-adb4-49ba-b8df-462e3b02662f.gene_level_copy_number.v36.tsv
1abc9d10-c964-47cc-9a95-c0d2acd837ec	TCGA-COAD.a1498d12-b5f3-4036-b6c4-ac1341011929.absolute_liftover.gene_level_copy_number.v36.tsv
7fed8799-83c9-4f46-9f56-e83b4785b2a1	SERVO_p_TCGA_157_158_159_SNP_N_GenomeWideSNP_6_H03_831380.birdseed.data.txt
7e723c60-33e5-4103-bd42-64479cac0ab0	ecd28933-d304-4ddc-bc92-f30901f87b19.svaba.somatic.sv.vcf.gz
1819ecff-8984-41ac-94fc-24f8ee06444a	nationwidechildrens.org_ssf.TCGA-D5-6926.xml
9b712640-90b8-4705-9843-1e95f2ddec46	nationwidechildrens.org_auxiliary.TCGA-D5-6926.xml
0dba3601-9e95-46ab-b8f3-20a580e9124d	00a3c5a6-2906-4b01-8838-656ef3a8ccdc.wxs.MuSE.aliquot.maf.gz
b4f03054-4aa5-49ee-9612-a5abfb9c9063	TCGA-D5-6926-10A-01D-A91Z-36.WholeGenome.RP-1657.bam
e434f58d-ee62-47d2-9590-602fe1e66baa	838c8889-dfcd-4640-a5b9-b3d0b286f3ff.wxs.aliquot_ensemble_masked.maf.gz
cb6e6408-5527-439f-857d-9a122e068333	TCGA-COAD.60832b9f-1eb5-4520-9dcc-bc6a955dbe05.star_fusion.rna_fusion.tsv
c534c73d-6cd4-4a3f-8afe-27c2eceeb62d	SERVO_p_TCGA_157_158_159_SNP_N_GenomeWideSNP_6_B12_831300.nocnv_grch38.seg.v2.txt
faee5ad2-300c-481f-ac93-86d074775f04	TCGA-A6-6137-01Z-00-DX1.f50ab63c-05b0-49ea-9ceb-ed10cd6dc027.svs
894a6392-28cc-461a-adb8-3c45433b259f	ee94d9e1-e2a9-4b2e-9c45-f2319cc788a9.wxs.pindel.raw_somatic_mutation.vcf.gz
7f2d4f23-af8d-417f-ae3e-b4ae425876a8	TCGA_COAD.5fb93e8f-f950-4037-954d-4cb17a47c935.wxs.MuSE.somatic_annotation.vcf.gz
2bf73ac4-e5e1-4c96-ba1f-897369116375	TCGA-COAD.5c20c564-9f8d-46ac-a875-da89bd8022e5.wgs.tumor_normal.gatk4_mutect2.raw_somatic_mutation.vcf.gz
0895c68d-9f23-4416-ad62-88a74f6f2a6b	66e5440a-6b08-43cc-b007-82ac3f5221d1.rna_seq.genomic.gdc_realn.bam
4d00eb28-f22b-4dd2-9656-3a2e7e94984b	SERVO_p_TCGA_157_158_159_SNP_N_GenomeWideSNP_6_H03_831380.CEL
739abfa8-3614-431d-8abe-0ea453f6d7ef	TCGA-A6-6137-01A-01-TS1.58247feb-5bdc-41e1-9075-908a65c40273.svs
c07e2cc9-32aa-4d05-9ca2-24a0bd4cf1a8	SERVO_p_TCGA_157_158_159_SNP_N_GenomeWideSNP_6_B12_831300.birdseed.data.txt
0b2a2b5d-afdb-4fad-b5f4-591658c81964	944edb2e-9556-422f-afc4-59ec18254d14_noid_Grn.idat
aadebaff-f8c0-4664-99e6-50eb80e60e92	TCGA-D5-6926-01A-11D-A91Z-36.WholeGenome.RP-1657.bam
28d800b5-36e8-4806-9eee-6ba42830405d	nationwidechildrens.org_clinical.TCGA-D5-6926.xml
6275b786-5fef-47b2-9a9c-61a37ebe6853	TCGA-COAD.e2447be0-c412-47a5-8fa3-03c78054b721.arriba.rna_fusion.tsv
668c39b3-1a2a-4f84-a07b-2b2a872c72e7	TCGA-D5-6926.E5257AC1-CDA4-460E-8959-BC4F221E2C6E.PDF
e504d39f-752f-49d5-a9cd-92c3fdafde83	TCGA-COAD.49f316da-adb4-49ba-b8df-462e3b02662f.ascat3.allelic_specific.seg.txt
158a9449-075b-4fba-a146-9d426d207b1e	TCGA-CA-6717-01Z-00-DX1.08da75b7-a08f-46b3-a8c0-24f601ec4558.svs
3c38f65a-833c-43ac-bbf2-0dfee62e3970	TCGA-CA-6717-01A-11D-A91X-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt
1e1f0a54-5793-4c5c-a314-9416b5e701d3	924bf2b4-d6a5-4f71-a669-d7ec9de7cc57.wxs.varscan2.raw_somatic_mutation.vcf.gz
e279201c-4a60-4404-b8a0-ff81a272ff41	a89036b1-3832-4af9-82aa-219d1a2f65bf.somatic.SV.bedpe
74df7231-2ee7-4aaa-bfc5-1b1adc5e735a	TCGA_COAD.bb4c3446-78ea-47e2-b89f-529e90379dcf.wgs.GATK4_MuTect2_Pair.somatic_annotation.vcf.gz
60bf4815-a257-4934-879e-2478d5793edb	7dadb9d9-8a7a-4437-9618-ef5edf51d3dc.svaba.somatic.indel.vcf.gz
f3b1f859-0fea-464c-a2f0-4a4f409a1356	7dadb9d9-8a7a-4437-9618-ef5edf51d3dc.somatic.SV.bedpe
df3e0485-f18d-4b37-a1c6-ae880eee14af	107b4538-4256-4caf-9ed5-ba97c0b815a4_noid_Grn.idat
11bbb777-90d6-4dcd-bf8e-7c5820cd28b9	TCGA_COAD.f7b571eb-f295-40ae-b24a-aa788ece6970.wxs.VarScan2.somatic_annotation.vcf.gz
7433bd52-341b-471a-8ac4-5a8e4212de6f	TCGA-A6-6137-01A-11D-A91U-36.WholeGenome.RP-1657.cr.igv.reheader.seg.txt
2171c078-4ddd-43a2-8421-aa2f8d7453a1	06e9788a-dcc2-4ba2-893e-f07c26ca48bb.svaba.somatic.sv.vcf.gz
2ef1ce85-3dfb-45b9-bb54-ff0832ad8a48	BAIZE_p_TCGA_b138_SNP_N_GenomeWideSNP_6_H07_808872.grch38.seg.v2.txt
bf26712e-09d5-4f50-b8ae-38b9fca9e753	590ce400-2442-4fd1-b0f5-b7f1a09378e8.somatic.SV.bedpe
c89e25d6-9c59-43f8-8f2b-02bc1e5e859b	BAIZE_p_TCGA_b138_SNP_N_GenomeWideSNP_6_H07_808872.birdseed.data.txt
2853fed7-2bbc-47e7-8769-dc49cabe1904	06e9788a-dcc2-4ba2-893e-f07c26ca48bb.somatic.SV.bedpe
9d067dc1-0dc1-412e-a647-b9203ca503da	107b4538-4256-4caf-9ed5-ba97c0b815a4.methylation_array.sesame.level3betas.txt
92ad405d-2531-498c-90f6-d1e132113ab0	36bb5e38-63da-4d9b-8c0a-ceef3d744429.wgs.gatk4.copy_number_variation.supplementary.tar.gz
009a52d4-ed8d-41c2-a7bc-da9243c2b14d	TCGA-COAD.2e1a6a44-978e-4cfc-90af-e1d69b7dd955.star_fusion.rna_fusion.tsv
707b437f-e258-4b40-8843-8e6b2fbf2611	nationwidechildrens.org_ssf.TCGA-A6-6137.xml
1d1b63a3-1229-47d4-a516-dd5fc487a80e	73fa41a5-cd47-4c3e-b57f-3c40e57ecfa3_wgs_gdc_realn.bam
904f32c7-75a4-4b5a-bf8b-ad07fd5c96b3	TCGA-COAD.dd8f5f4c-e457-4bd8-a6f0-08e39e877a5b.ascat3.gene_level_copy_number.v36.tsv
72418cd1-8f3c-4c28-b1bf-12c9795e01ca	caa9f7f4-67f6-4cc3-92b6-d7aa69ecb11a.mirbase21.isoforms.quantification.txt
5057570c-1707-4123-8c4f-db2a3e9902ee	7bfe8d8a-61bf-4ee7-9749-209858e74b5f.rna_seq.genomic.gdc_realn.bam
9b218c1b-8754-4920-af26-1e459c4a6ef7	caa9f7f4-67f6-4cc3-92b6-d7aa69ecb11a.mirbase21.mirnas.quantification.txt
aba3f8e5-2c0c-4161-a611-8bd897de2b3a	944edb2e-9556-422f-afc4-59ec18254d14_noid_Red.idat
cd585a4e-3d7b-495d-bccd-f1f3b77773ec	TCGA_COAD.3666e4e6-297e-4adc-8b12-ad8163d19868.wxs.MuTect2.somatic_annotation.vcf.gz
71d12518-e78c-4431-96ae-92029facc1cd	TCGA-COAD.0b8fbfd6-eb40-446e-b208-b7abd2182d7d.star_fusion.rna_fusion.tsv
fc14a20c-7c24-4235-8fad-f802355771bc	944edb2e-9556-422f-afc4-59ec18254d14.methylation_array.sesame.level3betas.txt
afb6618d-6093-42f4-ac6c-dacb13a141e3	7dadb9d9-8a7a-4437-9618-ef5edf51d3dc.svaba.somatic.sv.vcf.gz
41531487-b459-4bb9-80fc-6db08ed3b8cf	TCGA-A6-6137-01A-13-1934-20_RPPA_data.tsv
93df18f6-b156-42ce-924b-d5b20f4a58e1	20ece6ea-b8b8-4e9f-9e6b-b4feeaa9244e.wgs.gatk4.copy_number_variation.supplementary.tar.gz
dcb41dba-a901-459e-9e36-de86b10e7b4e	KNELT_p_TCGA_b123_131_SNP_N_GenomeWideSNP_6_D06_787750.grch38.seg.v2.txt
d8922a96-9631-4f7b-9274-0da563de80b7	e0342e04-72c9-4d7c-ab45-88299e3891a6.somatic.SV.bedpe
028605a6-1a55-4880-b610-4bf7b7aa073b	TCGA-COAD.a1498d12-b5f3-4036-b6c4-ac1341011929.ascat3.gene_level_copy_number.v36.tsv
67907828-abce-4ce3-b6fb-e8c024d271be	TCGA-COAD.dd8f5f4c-e457-4bd8-a6f0-08e39e877a5b.ascat2.allelic_specific.seg.txt
60844058-f9c1-491d-8ed7-3b8a81d3c9c5	TCGA_COAD.f9f94c99-b29e-407d-aab2-213495507154.wgs.SvABA_Somatic.somatic_annotation.vcf.gz
